file,status,ledger,receivedSha256,withoutCaBX,ledgerSha256,note
ui/advisor_portrait_frame.png,runtime,provenance-ui-p0.csv,78e1cd28d7792fd77da0c54901aca5cd262a88c6f13645b137bfea1a1ce87b7c,e8513c6d5c65c9b90832a4eadde4fb60e52b058689a0d84a43155836507de3a6,e8513c6d5c65c9b90832a4eadde4fb60e52b058689a0d84a43155836507de3a6,received with C2PA caBX; runtime = without caBX
ui/advisor_steward_portrait_concern.png,runtime,provenance-ui-p0-rework.csv,033f32482885d00071b76a0f4cbf19b21122c978d9908465aed6e4eacc64b27a,efcada518559d2dc09e0f3cb8ce6b24c968622e2625aa003a5a16ac2f79484e9,efcada518559d2dc09e0f3cb8ce6b24c968622e2625aa003a5a16ac2f79484e9,received with C2PA caBX; runtime = without caBX
superseded/advisor_steward_portrait_concern.png,superseded,provenance-ui-p0.csv,bea33fada7ca6260a7300e5521bc6c59b5751b40e48d74600baf3f68a78db35d,bea33fada7ca6260a7300e5521bc6c59b5751b40e48d74600baf3f68a78db35d,bea33fada7ca6260a7300e5521bc6c59b5751b40e48d74600baf3f68a78db35d,"P0 first cut (to_ClaudeCode_UX2.zip, no caBX); replaced by the 2026-09-25 22:21 rework"
ui/advisor_steward_portrait_neutral.png,runtime,provenance-ui-p0-rework.csv,acdeb71cd3ef7f42d8aa369d6c2e1e16f15e599bfa79a2c77dd4a1b04d0a77f0,07f3c0b5566d8246947ed7be39874e98166471cc46aafcd33769e554deb06d73,07f3c0b5566d8246947ed7be39874e98166471cc46aafcd33769e554deb06d73,received with C2PA caBX; runtime = without caBX
ui/advisor_steward_portrait_success.png,runtime,provenance-ui-p0-rework.csv,dd28dab497312f529f19fc38783708c7f979d804d9bc25eeadac6fb42b7fa24a,688f1811c251f1c5a894ac6912b83345c37aa19d2190bc05c5d577e963cfd409,688f1811c251f1c5a894ac6912b83345c37aa19d2190bc05c5d577e963cfd409,received with C2PA caBX; runtime = without caBX
superseded/advisor_steward_portrait_success.png,superseded,provenance-ui-p0.csv,cf9c9a25d72b71c7b37c9396fd3740081bb4d55a6be8c2835682cb6737786bf1,cf9c9a25d72b71c7b37c9396fd3740081bb4d55a6be8c2835682cb6737786bf1,cf9c9a25d72b71c7b37c9396fd3740081bb4d55a6be8c2835682cb6737786bf1,"P0 first cut (to_ClaudeCode_UX2.zip, no caBX); replaced by the 2026-09-25 22:21 rework"
ui/banner_unlock.png,runtime,provenance-ui-p0.csv,d93ea3739ac03e63d74555d84e521e8d5dbb30896dd3dba309ec7a3c1c85b027,e933b1d96eff24b5820ddca6b9f9e9976cdfaaad8a87f361fdd807f271d7a975,e933b1d96eff24b5820ddca6b9f9e9976cdfaaad8a87f361fdd807f271d7a975,received with C2PA caBX; runtime = without caBX
ui/button_icon_square_base.png,runtime,provenance-ui-p0.csv,03a1c75f70a9c614e6fbf96ea3582bbc5af6259a4b1d705b2a683fbd37bf4226,c0aec66ee81b0c9d979d964a35080339dd88a56cb86bd2a47005fa6ffb8bc1b1,c0aec66ee81b0c9d979d964a35080339dd88a56cb86bd2a47005fa6ffb8bc1b1,received with C2PA caBX; runtime = without caBX
ui/button_primary_base.png,runtime,provenance-ui-p0.csv,0dbd874e6da04f470a2b15cd2406c44b392a9c4033a15e9b3a99ee7b64f424fb,2c7d8812bb3e9d42535c99cf48972f06cef788a251785e0dcd89c7e725456969,2c7d8812bb3e9d42535c99cf48972f06cef788a251785e0dcd89c7e725456969,received with C2PA caBX; runtime = without caBX
ui/button_secondary_base.png,runtime,provenance-ui-p0.csv,a47318e951d0c7d7b7d8052f9436ba76beb4d3209f5fde1772b1805fa82d1297,566f2cd218bfcc7ba218a747f1fc03f580bb4884b20cb084898d5899af5427dc,566f2cd218bfcc7ba218a747f1fc03f580bb4884b20cb084898d5899af5427dc,received with C2PA caBX; runtime = without caBX
ui/chip_condition_base.png,runtime,provenance-ui-p0.csv,0f9d503df49af45179a1da9d743fecf1f243e9d93a4a27aef8ffa4763048a8a1,b2acf62a3cf705e29c3f02b814823b493e5525e7c05dd2811dd4e2379a5ad41e,b2acf62a3cf705e29c3f02b814823b493e5525e7c05dd2811dd4e2379a5ad41e,received with C2PA caBX; runtime = without caBX
