"assetId","version","runtimePath","runtimeSha256","sourcePath","sourceSha256","tool","model","generatedAt","prompt","referenceInputs","seed","candidates","manualEdits","artBible","historicalProfile","owner","usedIn","status","notes"
"bld/alehouse_a","v1","bld/alehouse_a.png","21d18e57cf502b21559dbed0e9c43a75c895467967c62704e036a6682cf25520","/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d927-4c57-7243-af8e-b51a1955fbcf/exec-7cadd693-bca2-47e0-b30d-76526010a9b8.png","fea7acfda9392fb8ce97157dbe0f30c1e2c0f6721087d2524ac727cb512287c9","native image_gen; Canvas/PNG mechanical normalization","not exposed","2026-09-26T00:00:00.000Z","ATTEMPT 1
Use case: historical-scene. Create ONE southern English 1300-1450 city-builder building sprite, SW fixed 2:1 isometric view. Attached project images are STYLE and SCALE references only. Match their crisp hand-painted miniature timber framing, cream plaster, warm wood, muted earth palette and soft upper-left light. True transparent RGBA background, no background tile or terrain slab, only minimal contact AO. No text, labels, people, fantasy, hops, bright dyes, no long shadows. Big readable forms at tiny game scale, not photographic detail. All building and tiny associated props contained within canvas. EDIT house L2 architecture, preserve exact scale, orientation, ground contact bottom near y132, pivot70.96,132.08, keep137square canvas. Add one clearly legible ALE STAKE: wooden pole over FRONT door bearing a dense green leafy BUSH, NOT a printed sign. A barrel at door. No chimneys, hops, lettering. Keep8px top/sides,4px bottom.","house_l2-v2.png","not exposed","1 native attempts; selected source recorded","Native RGBA preserved; CanvasJS alpha-bounds crop and uniform resample into contracted canvas; bottom-center pivot registration. No painted content edits.","AB_2026-09-19_v1","S_England_1300_1450_v1","Astra Wave3","candidate only; no game installation","candidate","Selected first native generation for requested historical production silhouette; candidate, not game-installed."
"bld/alehouse_b","v1","bld/alehouse_b.png","96b30a47828c925c469be6b1a4aa4d9bfe7f41a1a38d5058349020cf95fa94e6","/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d927-4c57-7243-af8e-b51a1955fbcf/exec-8ac1a816-f479-4a9b-b793-35fb4bae3ff4.png","7833abf476fe35645a0e0e67c773670e7ece540d313a459a845b40af510856ca","native image_gen; Canvas/PNG mechanical normalization","not exposed","2026-09-26T00:00:00.000Z","ATTEMPT 1
Use case: historical-scene. Create ONE southern English 1300-1450 city-builder building sprite, SW fixed 2:1 isometric view. Attached project images are STYLE and SCALE references only. Match their crisp hand-painted miniature timber framing, cream plaster, warm wood, muted earth palette and soft upper-left light. True transparent RGBA background, no background tile or terrain slab, only minimal contact AO. No text, labels, people, fantasy, hops, bright dyes, no long shadows. Big readable forms at tiny game scale, not photographic detail. All building and tiny associated props contained within canvas. L2 alehouse variant with different lean-to entry silhouette, same scale and137square framing as house reference, exact pivot70.96,132.08. Visible pole over doorway with leafy green BUSH ale-stake; TWO barrels near door. No text signs, no hops, no chimney.8px sides/top,4pxbottom. Requested final canvas 137x137. Leave clean transparent margins.","house_l2-v2.png","not exposed","1 native attempts; selected source recorded","Native RGBA preserved; CanvasJS alpha-bounds crop and uniform resample into contracted canvas; bottom-center pivot registration. No painted content edits.","AB_2026-09-19_v1","S_England_1300_1450_v1","Astra Wave3","candidate only; no game installation","candidate","Selected first native generation for requested historical production silhouette; candidate, not game-installed."
"bld/brewhouse","v1","bld/brewhouse.png","8d0dcc7118a6c17f4f4d744d6580967fbb98f6efd60bada6034fc071620ab69b","/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d927-4c57-7243-af8e-b51a1955fbcf/exec-748d3f3c-be6e-43bf-8298-1e1cb3f0ecf4.png","8f70230a7e6a6ab5d580395da803c2c01859e15c5f2a9ace06d6ac363751bd0a","native image_gen; Canvas/PNG mechanical normalization","not exposed","2026-09-26T00:00:00.000Z","ATTEMPT 1
Use case: historical-scene. Create ONE southern English 1300-1450 city-builder building sprite, SW fixed 2:1 isometric view. Attached project images are STYLE and SCALE references only. Match their crisp hand-painted miniature timber framing, cream plaster, warm wood, muted earth palette and soft upper-left light. True transparent RGBA background, no background tile or terrain slab, only minimal contact AO. No text, labels, people, fantasy, hops, bright dyes, no long shadows. Big readable forms at tiny game scale, not photographic detail. All building and tiny associated props contained within canvas. 2x2 footprint professional brewhouse. Timber/plaster building, roof with open ridge vent NO residential chimney, open-sided work bay clearly showing large copper brewing cauldron and wooden vats. Tiny steam puff from vat and open bay, not smokestack. No hops. Distinct lower open work wing. Requested final canvas 160x136. Leave clean transparent margins.","sawmill-v2.png; storehouse.png","not exposed","1 native attempts; selected source recorded","Native RGBA preserved; CanvasJS alpha-bounds crop and uniform resample into contracted canvas; bottom-center pivot registration. No painted content edits.","AB_2026-09-19_v1","S_England_1300_1450_v1","Astra Wave3","candidate only; no game installation","candidate","Selected first native generation for requested historical production silhouette; candidate, not game-installed."
"bld/cloth_hall","v1","bld/cloth_hall.png","def9d60baad48d5722308f7274ded5e4b9111c80b597c4820bd959d021ad30e5","/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d927-4c57-7243-af8e-b51a1955fbcf/exec-1fcbc3da-5aaa-41b2-b2bf-b6ecc1f5c06c.png","8ff552e9ac947ea366c45591eb19e860c1a3ed708f25f8e510ee9ae47ea9ce4a","native image_gen; Canvas/PNG mechanical normalization","not exposed","2026-09-26T00:00:00.000Z","ATTEMPT 1
Use case: historical-scene. Create ONE southern English 1300-1450 city-builder building sprite, SW fixed 2:1 isometric view. Attached project images are STYLE and SCALE references only. Match their crisp hand-painted miniature timber framing, cream plaster, warm wood, muted earth palette and soft upper-left light. True transparent RGBA background, no background tile or terrain slab, only minimal contact AO. No text, labels, people, fantasy, hops, bright dyes, no long shadows. Big readable forms at tiny game scale, not photographic detail. All building and tiny associated props contained within canvas. 3x2 cloth trading hall SELD, long low building with long ground-floor open timber ARCADE and restrained timber/plaster upper storey under tiled roof. Cloth rolls stacked along arcade in subdued linen/woad/madder colours. No chimney, no text. Clearly longer than storehouse. Requested final canvas 200x160. Leave clean transparent margins.","storehouse.png; house_l2-v2.png","not exposed","1 native attempts; selected source recorded","Native RGBA preserved; CanvasJS alpha-bounds crop and uniform resample into contracted canvas; bottom-center pivot registration. No painted content edits.","AB_2026-09-19_v1","S_England_1300_1450_v1","Astra Wave3","candidate only; no game installation","candidate","Selected first native generation for requested historical production silhouette; candidate, not game-installed."
"bld/dyehouse_a","v1","bld/dyehouse_a.png","5a3d6dc7d4d31b22f91453599f42b6eccbb7e8b22f6635cc6c246090813ad34a","/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d927-4c57-7243-af8e-b51a1955fbcf/exec-67d51c5b-23c9-420f-ad95-8427351a509f.png","77e53df6d76c49db99c27a42a3298818da079268ec8b46f3630b5b3a7ab0173a","native image_gen; Canvas/PNG mechanical normalization","not exposed","2026-09-26T00:00:00.000Z","ATTEMPT 1
Use case: historical-scene. Create ONE southern English 1300-1450 city-builder building sprite, SW fixed 2:1 isometric view. Attached project images are STYLE and SCALE references only. Match their crisp hand-painted miniature timber framing, cream plaster, warm wood, muted earth palette and soft upper-left light. True transparent RGBA background, no background tile or terrain slab, only minimal contact AO. No text, labels, people, fantasy, hops, bright dyes, no long shadows. Big readable forms at tiny game scale, not photographic detail. All building and tiny associated props contained within canvas. 2x2 riverside dye workshop. Low timber/plaster shed with attached open-front roofed work bay, three big round wooden vats: muted indigo-blue, earthy madder red, dull weld yellow. Small fire under one vat, subdued blue/red drained stains just at vat feet, no giant ground slab. No chimney. Roof modest, vats unmistakable. Requested final canvas 160x136. Leave clean transparent margins.","sawmill-v2.png; storehouse.png","not exposed","1 native attempts; selected source recorded","Native RGBA preserved; CanvasJS alpha-bounds crop and uniform resample into contracted canvas; bottom-center pivot registration. No painted content edits.","AB_2026-09-19_v1","S_England_1300_1450_v1","Astra Wave3","candidate only; no game installation","candidate","Selected first native generation for requested historical production silhouette; candidate, not game-installed."
"bld/dyehouse_b","v1","bld/dyehouse_b.png","12b95535772714e0bfe7a91c10f1bca3bbf9bab95b254ba83dc4787fc868785d","/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d927-4c57-7243-af8e-b51a1955fbcf/exec-2b9497b1-6257-4415-b805-ea800badf430.png","d7d88fc5ad3f7709a9ea1f5f9bb64e7b442d5f3c92b4c580911dfbb1e8f93c59","native image_gen; Canvas/PNG mechanical normalization","not exposed","2026-09-26T00:00:00.000Z","ATTEMPT 1
Use case: historical-scene. Create ONE southern English 1300-1450 city-builder building sprite, SW fixed 2:1 isometric view. Attached project images are STYLE and SCALE references only. Match their crisp hand-painted miniature timber framing, cream plaster, warm wood, muted earth palette and soft upper-left light. True transparent RGBA background, no background tile or terrain slab, only minimal contact AO. No text, labels, people, fantasy, hops, bright dyes, no long shadows. Big readable forms at tiny game scale, not photographic detail. All building and tiny associated props contained within canvas. 2x2 dye workshop alternate silhouette: narrow taller timber gable at LEFT with wide low open bay at RIGHT holding TWO big vats dull blue and madder red; small fire below one vat. Muted colours, tiny drained stains only at vats. No chimney, no broad terrain platform. Requested final canvas 160x136. Leave clean transparent margins.","sawmill-v2.png; storehouse.png","not exposed","1 native attempts; selected source recorded","Native RGBA preserved; CanvasJS alpha-bounds crop and uniform resample into contracted canvas; bottom-center pivot registration. No painted content edits.","AB_2026-09-19_v1","S_England_1300_1450_v1","Astra Wave3","candidate only; no game installation","candidate","Selected first native generation for requested historical production silhouette; candidate, not game-installed."
"bld/dyehouse_state_active-overlay","v1","bld/dyehouse_state_active-overlay.png","af616e6f306ec400dc52e0c25f2ac036ab41395308e57da0e95ec8df7ed675da","/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d927-4c57-7243-af8e-b51a1955fbcf/exec-cdd63f7f-ae2f-4620-bc79-b54484f36a94.png","4013ea2ab102f03265084332b64989128f930329058b379f766211c780c092ce","native image_gen; Canvas/PNG mechanical normalization","not exposed","2026-09-26T00:00:00.000Z","ATTEMPT 1
Use case: precise-object-edit. Extract/create ONLY operating effects aligned to attached dyehouse image: three faint short curls of pale steam immediately above vats and tiny muted blue/red liquid trickles at vat feet. EVERYTHING ELSE fully transparent: no building, no vats, no roof, no ground. Preserve exact reference full-frame positioning of effects so placing this layer on top reconstructs active dyehouse. No white background, no checkerboard, no labels. Transparent RGBA effects-only overlay. Desired160x136 canvas.","exec-67d51c5b-23c9-420f-ad95-8427351a509f.png","not exposed","1 native attempts; selected source recorded","Native RGBA preserved; CanvasJS alpha-bounds crop and uniform resample into contracted canvas; bottom-center pivot registration. No painted content edits.","AB_2026-09-19_v1","S_England_1300_1450_v1","Astra Wave3","candidate only; no game installation","candidate","Selected first native generation for requested historical production silhouette; candidate, not game-installed."
"bld/fulling_mill_nesw","v1","bld/fulling_mill_nesw.png","924692a2c6491b041963fcfe5ea716690c4344b79a5149213496b68d9b5521c0","/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d927-4c57-7243-af8e-b51a1955fbcf/exec-384e5ba4-5693-45be-941c-d7b094a6f099.png","24c993d735fc4560474b91adbc29aae7ea2ea78dd1fd3e1d1dba2b423b35295a","native image_gen; Canvas/PNG mechanical normalization","not exposed","2026-09-26T00:00:00.000Z","ATTEMPT 1
Use case: historical-scene. Create ONE southern English 1300-1450 city-builder building sprite, SW fixed 2:1 isometric view. Attached project images are STYLE and SCALE references only. Match their crisp hand-painted miniature timber framing, cream plaster, warm wood, muted earth palette and soft upper-left light. True transparent RGBA background, no background tile or terrain slab, only minimal contact AO. No text, labels, people, fantasy, hops, bright dyes, no long shadows. Big readable forms at tiny game scale, not photographic detail. All building and tiny associated props contained within canvas. 2x3 riverside FULLING WATERMILL, elongated timber stone workshop ridge on NE-SW axis (screen upper-right to lower-left). Large external vertical wooden WATERWHEEL attached opposite lateral side relative NWSE variant; short stone water channel; visible wooden fulling HAMMER beams striking cloth trough in working bay. NOT grain windmill, NO wind sails. No river landscape, integral narrow channel only. Requested final canvas 200x160. Leave clean transparent margins.

ATTEMPT 2
Use case: precise-object-edit. Remove ONLY the small stone chimney on the roof ridge, replacing it with matching plain terracotta ridge tiles. Preserve ALL other image pixels and architecture, roof slope, waterwheel, water channel, hammer bay, transparency and camera composition. No new elements. Transparent RGBA.","exec-75fb68bd-836b-4e83-a550-6e43132ad88e.png","not exposed","2 native attempts; selected source recorded","Native RGBA preserved; CanvasJS alpha-bounds crop and uniform resample into contracted canvas; bottom-center pivot registration. No painted content edits.","AB_2026-09-19_v1","S_England_1300_1450_v1","Astra Wave3","candidate only; no game installation","candidate","Selected current source after recorded corrective edits; see per-family history."
"bld/fulling_mill_nwse","v1","bld/fulling_mill_nwse.png","85a158ba38a8c6845908da035d9ff0434d56ffa6b381536b872e09116170d1bf","/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d927-4c57-7243-af8e-b51a1955fbcf/exec-483b1632-685a-4fea-adbc-05372fc872ad.png","b1cb710b8c0b51fd2d9d212638335d9849c8c95bb30f79b163584b232aa3c372","native image_gen; Canvas/PNG mechanical normalization","not exposed","2026-09-26T00:00:00.000Z","ATTEMPT 1
Use case: historical-scene. Create ONE southern English 1300-1450 city-builder building sprite, SW fixed 2:1 isometric view. Attached project images are STYLE and SCALE references only. Match their crisp hand-painted miniature timber framing, cream plaster, warm wood, muted earth palette and soft upper-left light. True transparent RGBA background, no background tile or terrain slab, only minimal contact AO. No text, labels, people, fantasy, hops, bright dyes, no long shadows. Big readable forms at tiny game scale, not photographic detail. All building and tiny associated props contained within canvas. 2x3 riverside FULLING WATERMILL, elongated timber stone workshop ridge on NW-SE axis (screen upper-left to lower-right). Large external vertical wooden WATERWHEEL, short stone water channel; through open working bay show wooden fulling HAMMER beams striking cloth trough. NOT grain windmill, absolutely NO wind sails. Wheel attached side nearest viewer. No river landscape, just integral narrow channel. Requested final canvas 200x160. Leave clean transparent margins.","sawmill-v2.png; storehouse.png","not exposed","1 native attempts; selected source recorded","Native RGBA preserved; CanvasJS alpha-bounds crop and uniform resample into contracted canvas; bottom-center pivot registration. No painted content edits.","AB_2026-09-19_v1","S_England_1300_1450_v1","Astra Wave3","candidate only; no game installation","candidate","Selected first native generation for requested historical production silhouette; candidate, not game-installed."
"bld/fulling_mill_wheel_sheet","v1","bld/fulling_mill_wheel_sheet.png","a925057d0175bd5224bb31fb4f93ee300b929208dc84cf9b158263e0015ba38e","/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d927-4c57-7243-af8e-b51a1955fbcf/exec-71507361-3f63-4c0d-92bc-7dd87fc9f198.png","e25df7d7859318cc1e1cae99742bad82afc66e05c1d78942237cff011adf51a7","native image_gen; Canvas/PNG mechanical normalization","not exposed","2026-09-26T00:00:00.000Z","ATTEMPT 1
Use case: precise-object-edit. Create a transparent WATERWHEEL ANIMATION SHEET of the attached fulling mill wheel ONLY. Exactly FOUR equal64x64 cells in one horizontal strip256x64, four frames same camera angle and SAME stationary axle center in each cell, wheel spokes rotated0,15,30,45degrees respectively. Same wooden rim, paddles, warm brown texture, muted steel pins, 2:1 isometric perspective as reference wheel. No building or channel or ground, no labels/text/grid. Keep wheel entirely inside each cell with8px padding, transparent RGBA. One sheet four visibly different rotation phases.

ATTEMPT 2
Use case: precise-object-edit. Extract the large VERTICAL waterwheel from the attached building and create four rotation frames in one horizontal animation strip, final256x64 (four64square cells). CRITICAL wheel remains upright VERTICAL in a wall plane as seen in this reference, tall near-circular ellipse, NOT lying flat like a horizontal table. Four exact SAME upright oblique perspectives and SAME axle center, spoke rotation phases0,15,30,45degrees only. Thick timber rim, radial spokes, outer paddles. Preserve original attached wheel shape. Transparent background, no building, no terrain, no water, no frame borders, no labels, no letters. True RGBA,8px margins eachcell. All4wheels same size and height.

ATTEMPT 3
Use case: precise-object-edit. Correct attached four-frame UPRIGHT wooden waterwheel animation. Keep exact upright perspective, four cell sizes and same central axle positions. Change ONLY angular positions of spokes and paddles. Frame1: a spoke points straight UP at12oclock. Frame2: that spoke rotated clockwise15degrees towards12:30. Frame3: that spoke rotated30degrees towards1oclock. Frame4: that spoke rotated45degrees towards1:30. Make all4 phases obviously DIFFERENT. Do not simply duplicate wheel or recolour. Keep genuinely transparent background; no labels no text. One horizontal sheet four64x64cells, final256x64. Each wheel fits with8px transparent margin, same stationary axle center.","exec-d4076f0f-6f75-441d-bc82-daf4ed3d5aa7.png","not exposed","3 native attempts; selected source recorded","Native RGBA preserved; CanvasJS alpha-bounds crop and uniform resample into contracted canvas; bottom-center pivot registration. No painted content edits.","AB_2026-09-19_v1","S_England_1300_1450_v1","Astra Wave3","candidate only; no game installation","candidate","Selected current source after recorded corrective edits; see per-family history."
